hvfhs_license_num,dispatching_base_num,originating_base_num,request_datetime,on_scene_datetime,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,trip_miles,trip_time,base_passenger_fare,tolls,bcf,sales_tax,congestion_surcharge,airport_fee,tips,driver_pay,shared_request_flag,shared_match_flag,access_a_ride_flag,wav_request_flag,wav_match_flag
HV0003,B02869,B02869,2021-01-01T00:41:52.000Z,2021-01-01T00:51:14.000Z,2021-01-01T00:52:46.000Z,2021-01-01T01:05:13.000Z,136,32,2.93,747,16.09,0.0,0.48,1.43,0.0,"",0.0,12.87,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:21:25.000Z,2021-01-01T00:24:19.000Z,2021-01-01T00:26:19.000Z,2021-01-01T00:38:18.000Z,145,83,4.25,719,12.86,0.0,0.39,1.14,0.0,"",0.0,12.12,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:40:09.000Z,2021-01-01T00:42:15.000Z,2021-01-01T00:42:35.000Z,2021-01-01T00:51:30.000Z,260,196,2.43,535,12.93,0.0,0.39,1.15,0.0,"",0.0,8.57,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:42:58.000Z,2021-01-01T00:44:52.000Z,2021-01-01T00:45:58.000Z,2021-01-01T00:56:05.000Z,161,145,2.91,607,13.68,0.0,0.41,1.21,2.75,"",0.0,10.93,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:03:30.000Z,"",2021-01-01T00:06:31.000Z,2021-01-01T00:25:01.000Z,238,42,5.694,1110,15.75,0.0,0.47,1.4,2.75,"",0.0,15.62,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:31:32.000Z,"",2021-01-01T00:38:43.000Z,2021-01-01T00:54:55.000Z,74,60,4.605,972,20.57,0.0,0.62,1.83,0.0,"",0.0,15.67,N,N,N,N,N
HV0003,B02395,B02395,2021-01-01T00:17:02.000Z,2021-01-01T00:20:43.000Z,2021-01-01T00:22:18.000Z,2021-01-01T00:32:06.000Z,39,72,2.46,588,9.9,0.0,0.0,0.0,0.0,"",0.0,8.23,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:36:58.000Z,2021-01-01T00:40:34.000Z,2021-01-01T00:41:28.000Z,2021-01-01T00:51:58.000Z,72,39,2.0,630,8.37,0.0,0.0,0.0,0.0,"",0.0,8.07,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:51:37.000Z,2021-01-01T00:55:50.000Z,2021-01-01T00:56:18.000Z,2021-01-01T01:26:23.000Z,39,25,7.07,1805,33.31,0.0,0.0,0.0,0.0,"",0.0,23.5,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:10:09.000Z,2021-01-01T00:11:00.000Z,2021-01-01T00:13:00.000Z,2021-01-01T00:18:44.000Z,75,74,0.83,344,8.15,0.0,0.31,0.73,0.0,"",0.94,8.88,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:22:59.000Z,2021-01-01T00:23:52.000Z,2021-01-01T00:24:35.000Z,2021-01-01T00:30:33.000Z,168,167,1.19,358,7.91,0.0,0.24,0.7,0.0,"",0.0,8.61,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:43:09.000Z,2021-01-01T00:43:40.000Z,2021-01-01T00:45:40.000Z,2021-01-01T00:59:58.000Z,47,235,2.28,858,12.89,0.0,0.39,1.14,0.0,"",0.0,12.91,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:29:59.000Z,"",2021-01-01T00:35:35.000Z,2021-01-01T00:51:58.000Z,4,48,4.998,983,17.67,0.0,0.53,1.57,2.75,"",0.0,13.78,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:51:30.000Z,"",2021-01-01T00:57:20.000Z,2021-01-01T01:07:12.000Z,142,263,2.165,592,8.48,0.0,0.25,0.75,2.75,"",2.0,7.36,N,N,N,N,N
HV0003,B02887,B02887,2021-01-01T00:28:31.000Z,2021-01-01T00:30:00.000Z,2021-01-01T00:31:36.000Z,2021-01-01T01:02:09.000Z,141,177,9.6,1833,35.48,6.12,1.25,3.69,2.75,"",0.0,26.64,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:49:06.000Z,2021-01-01T00:54:19.000Z,2021-01-01T00:55:03.000Z,2021-01-01T01:22:56.000Z,213,69,6.09,1673,30.67,0.0,0.92,2.72,0.0,"",0.0,29.64,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:06:40.000Z,2021-01-01T00:07:37.000Z,2021-01-01T00:08:33.000Z,2021-01-01T00:20:03.000Z,62,72,2.57,690,12.44,0.0,0.0,0.0,0.0,"",0.0,11.84,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:33:30.000Z,2021-01-01T00:36:25.000Z,2021-01-01T00:36:50.000Z,2021-01-01T00:48:28.000Z,72,91,2.25,698,10.59,0.0,0.0,0.0,0.0,"",0.0,11.54,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:44:54.000Z,2021-01-01T00:49:09.000Z,2021-01-01T00:49:31.000Z,2021-01-01T01:08:18.000Z,91,26,4.65,1127,19.75,0.0,0.0,0.0,0.0,"",0.0,17.78,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:36:10.000Z,"",2021-01-01T00:45:10.000Z,2021-01-01T00:59:33.000Z,243,174,4.148,863,17.02,1.08,0.54,1.61,0.0,"",4.05,11.83,N,N,N,N,N
HV0004,B02800,"",2021-01-01T00:14:02.000Z,"",2021-01-01T00:18:57.000Z,2021-01-01T00:36:36.000Z,7,127,8.91,1058,38.24,0.0,0.0,2.71,0.0,"",0.0,19.27,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:18:20.000Z,"",2021-01-01T00:20:27.000Z,2021-01-01T00:37:35.000Z,75,244,5.118,1028,21.45,0.0,0.64,1.9,0.0,"",0.0,14.29,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:26:04.000Z,"",2021-01-01T00:41:16.000Z,2021-01-01T00:53:43.000Z,244,116,1.808,747,12.17,0.33,0.38,1.11,0.0,"",0.0,8.26,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:47:07.000Z,"",2021-01-01T00:55:52.000Z,2021-01-01T01:01:48.000Z,116,166,1.12,356,10.71,0.0,0.32,0.95,0.0,"",0.0,5.47,N,N,N,N,N
HV0003,B02875,B02875,2021-01-01T00:16:31.000Z,2021-01-01T00:17:57.000Z,2021-01-01T00:19:58.000Z,2021-01-01T00:35:03.000Z,137,80,6.09,905,22.61,6.12,0.86,2.55,2.75,"",0.0,15.53,N,N,"",N,N
HV0003,B02875,B02875,2021-01-01T00:44:15.000Z,2021-01-01T00:45:50.000Z,2021-01-01T00:47:52.000Z,2021-01-01T01:03:21.000Z,80,90,4.87,929,20.38,0.0,0.61,1.81,2.75,"",0.0,14.39,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:33:20.000Z,2021-01-01T00:35:48.000Z,2021-01-01T00:37:03.000Z,2021-01-01T01:03:18.000Z,263,62,10.71,1575,40.13,0.0,1.2,3.56,2.75,"",0.0,29.88,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:14:32.000Z,2021-01-01T00:16:21.000Z,2021-01-01T00:17:14.000Z,2021-01-01T00:24:43.000Z,208,185,2.36,449,10.32,0.0,0.49,0.92,0.0,"",2.82,8.59,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:24:42.000Z,2021-01-01T00:29:05.000Z,2021-01-01T00:29:51.000Z,2021-01-01T00:40:35.000Z,32,200,4.66,644,16.32,0.0,0.49,1.45,0.0,"",0.0,12.76,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:37:09.000Z,2021-01-01T00:41:45.000Z,2021-01-01T00:41:55.000Z,2021-01-01T00:45:21.000Z,200,241,1.21,206,7.12,0.0,0.21,0.63,0.0,"",0.0,8.63,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:42:17.000Z,2021-01-01T00:46:41.000Z,2021-01-01T00:48:41.000Z,2021-01-01T00:57:40.000Z,241,174,1.63,539,9.0,0.0,0.27,0.8,0.0,"",0.0,8.54,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:51:43.000Z,2021-01-01T00:59:05.000Z,2021-01-01T00:59:12.000Z,2021-01-01T01:11:50.000Z,174,208,6.76,758,21.33,0.0,0.64,1.89,0.0,"",0.0,17.54,N,N,"",N,N
HV0003,B02866,B02866,2021-01-01T00:31:54.000Z,2021-01-01T00:32:23.000Z,2021-01-01T00:33:06.000Z,2021-01-01T00:42:55.000Z,181,61,2.43,589,11.79,0.0,0.35,1.05,0.0,"",0.0,9.0,N,N,"",N,N
HV0003,B02866,B02866,2021-01-01T00:49:20.000Z,2021-01-01T00:52:33.000Z,2021-01-01T00:52:54.000Z,2021-01-01T01:00:11.000Z,61,225,2.02,437,9.21,0.0,0.28,0.82,0.0,"",0.0,7.28,N,N,"",N,N
HV0003,B02875,B02875,2021-01-01T00:34:43.000Z,2021-01-01T00:42:53.000Z,2021-01-01T00:43:36.000Z,2021-01-01T01:06:54.000Z,48,146,4.99,1398,19.9,0.0,0.6,1.77,2.75,"",0.0,21.12,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:12:36.000Z,"",2021-01-01T00:15:56.000Z,2021-01-01T00:26:30.000Z,45,232,1.956,634,8.26,0.0,0.25,0.73,2.75,"",0.0,7.48,N,N,N,N,N
HV0003,B02617,B02617,2021-01-01T00:28:10.000Z,2021-01-01T00:30:39.000Z,2021-01-01T00:31:57.000Z,2021-01-01T00:57:11.000Z,232,188,6.43,1514,25.59,0.0,0.95,2.81,2.75,"",0.0,20.4,N,N,"",N,N
HV0005,B02510,"",2020-12-31T23:46:29.000Z,"",2021-01-01T00:01:32.000Z,2021-01-01T00:17:37.000Z,214,118,5.297,965,18.09,0.0,0.54,1.61,0.0,"",0.0,13.96,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:35:00.000Z,"",2021-01-01T00:43:57.000Z,2021-01-01T00:50:02.000Z,14,228,0.976,365,7.51,0.0,0.23,0.67,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:41:27.000Z,"",2021-01-01T00:53:29.000Z,2021-01-01T00:58:38.000Z,228,227,0.782,309,6.74,0.0,0.2,0.6,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:41:26.000Z,"",2021-01-01T00:50:42.000Z,2021-01-01T01:05:17.000Z,157,121,6.577,875,19.27,0.0,0.58,1.71,0.0,"",0.0,14.62,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:26:48.000Z,"",2021-01-01T00:28:28.000Z,2021-01-01T00:40:12.000Z,79,229,2.183,704,10.08,0.0,0.3,0.89,2.75,"",0.0,9.53,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:41:18.000Z,"",2021-01-01T00:46:05.000Z,2021-01-01T01:05:17.000Z,229,17,8.297,1152,27.28,2.35,0.79,2.34,2.75,"",0.0,18.85,N,N,N,N,N
HV0003,B02879,B02879,2021-01-01T00:14:15.000Z,2021-01-01T00:16:47.000Z,2021-01-01T00:18:05.000Z,2021-01-01T00:28:51.000Z,69,41,2.32,646,12.82,0.0,0.38,1.14,0.0,"",0.0,9.01,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:30:25.000Z,2021-01-01T00:31:07.000Z,2021-01-01T00:32:39.000Z,2021-01-01T00:48:41.000Z,41,129,6.36,962,19.64,6.12,0.77,2.29,0.0,"",0.0,16.1,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:47:41.000Z,2021-01-01T00:52:55.000Z,2021-01-01T00:53:11.000Z,2021-01-01T00:55:32.000Z,129,129,0.57,141,7.91,0.0,0.24,0.7,0.0,"",0.0,6.44,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:42:58.000Z,2021-01-01T00:45:37.000Z,2021-01-01T00:46:16.000Z,2021-01-01T00:53:55.000Z,231,249,1.68,459,6.84,0.0,0.21,0.63,2.75,"",0.0,8.19,N,N,"",N,N
HV0003,B02889,B02889,2021-01-01T00:54:47.000Z,2021-01-01T00:56:49.000Z,2021-01-01T00:58:49.000Z,2021-01-01T01:24:14.000Z,113,188,6.8,1525,31.85,0.0,0.96,2.83,2.75,"",0.0,22.76,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:09:39.000Z,2021-01-01T00:12:24.000Z,2021-01-01T00:14:13.000Z,2021-01-01T00:47:07.000Z,76,195,22.99,1974,34.19,0.0,1.03,3.03,0.0,"",0.0,42.9,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:47:55.000Z,2021-01-01T00:52:28.000Z,2021-01-01T00:53:44.000Z,2021-01-01T01:09:49.000Z,195,4,6.4,965,16.49,0.0,0.49,1.46,2.75,"",0.0,16.16,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:46:57.000Z,"",2021-01-01T00:50:48.000Z,2021-01-01T01:02:21.000Z,48,137,2.563,693,11.39,0.0,0.34,1.01,2.75,"",0.0,8.65,N,N,N,N,N
HV0003,B02764,B02764,2021-01-01T00:08:32.000Z,2021-01-01T00:12:23.000Z,2021-01-01T00:12:23.000Z,2021-01-01T00:28:36.000Z,238,158,4.62,973,21.23,0.0,0.8,1.89,2.75,"",2.5,15.57,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:41:42.000Z,2021-01-01T00:45:19.000Z,2021-01-01T00:46:42.000Z,2021-01-01T01:04:15.000Z,25,26,6.03,1053,24.29,0.0,0.73,2.16,0.0,"",0.0,20.3,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:32:14.000Z,2021-01-01T00:33:33.000Z,2021-01-01T00:33:52.000Z,2021-01-01T00:50:42.000Z,49,37,2.92,1010,16.06,0.0,0.48,1.43,0.0,"",0.0,11.67,N,N,"",N,N
HV0003,B02882,B02882,2021-01-01T00:45:59.000Z,2021-01-01T00:51:43.000Z,2021-01-01T00:53:51.000Z,2021-01-01T01:10:58.000Z,254,182,5.84,1027,22.81,0.0,0.68,2.02,0.0,"",0.0,16.28,N,N,"",N,N
HV0003,B02876,B02876,2021-01-01T00:44:32.000Z,2021-01-01T00:45:21.000Z,2021-01-01T00:47:21.000Z,2021-01-01T00:58:33.000Z,234,4,1.71,672,10.33,0.0,0.31,0.92,2.75,"",0.0,9.82,N,N,"",N,N
HV0003,B02887,B02887,2021-01-01T00:13:27.000Z,2021-01-01T00:16:26.000Z,2021-01-01T00:17:24.000Z,2021-01-01T00:33:13.000Z,246,87,4.33,949,14.74,0.0,0.46,1.35,2.75,"",0.0,14.09,N,N,"",N,N
HV0003,B02887,B02887,2021-01-01T00:32:57.000Z,2021-01-01T00:34:34.000Z,2021-01-01T00:36:21.000Z,2021-01-01T00:55:10.000Z,87,181,6.9,1129,18.17,0.0,0.55,1.61,2.75,"",0.0,18.43,N,N,"",N,N
HV0003,B02887,B02887,2021-01-01T00:54:46.000Z,2021-01-01T00:57:26.000Z,2021-01-01T00:58:53.000Z,2021-01-01T01:09:54.000Z,181,188,2.47,661,11.44,0.0,0.53,1.02,0.0,"",2.82,9.62,N,N,"",N,N
HV0003,B02765,B02765,2020-12-31T23:56:25.000Z,2020-12-31T23:58:26.000Z,2021-01-01T00:00:26.000Z,2021-01-01T00:15:21.000Z,95,134,4.56,895,15.95,0.0,0.48,1.42,0.0,"",0.0,14.03,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:21:16.000Z,2021-01-01T00:22:49.000Z,2021-01-01T00:24:11.000Z,2021-01-01T00:48:06.000Z,197,36,9.61,1435,26.97,0.0,0.81,2.39,0.0,"",0.0,24.12,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:43:58.000Z,2021-01-01T00:51:35.000Z,2021-01-01T00:51:44.000Z,2021-01-01T01:11:31.000Z,37,232,4.87,1187,20.68,0.0,0.62,1.84,2.75,"",0.0,16.81,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:04:36.000Z,2021-01-01T00:08:13.000Z,2021-01-01T00:09:14.000Z,2021-01-01T00:17:50.000Z,213,212,3.93,516,8.7,0.0,0.26,0.77,0.0,"",0.0,9.69,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:21:21.000Z,2021-01-01T00:25:13.000Z,2021-01-01T00:25:25.000Z,2021-01-01T00:43:23.000Z,213,127,6.25,1078,17.8,0.0,0.53,1.58,0.0,"",0.0,16.94,N,N,"",N,N
HV0003,B02765,B02765,2021-01-01T00:38:23.000Z,2021-01-01T00:46:49.000Z,2021-01-01T00:48:01.000Z,2021-01-01T01:00:54.000Z,127,47,4.44,773,17.37,0.0,0.52,1.54,0.0,"",0.0,12.4,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:23:19.000Z,2021-01-01T00:28:38.000Z,2021-01-01T00:29:05.000Z,2021-01-01T00:45:21.000Z,141,7,4.76,976,16.66,0.0,0.78,1.54,2.75,"",4.06,15.18,N,N,"",N,N
HV0003,B02877,B02877,2021-01-01T00:45:12.000Z,2021-01-01T00:48:18.000Z,2021-01-01T00:48:56.000Z,2021-01-01T01:07:17.000Z,260,235,10.01,1101,24.04,6.12,0.9,2.68,0.0,"",0.0,22.01,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:13:53.000Z,2021-01-01T00:14:10.000Z,2021-01-01T00:15:07.000Z,2021-01-01T00:26:51.000Z,230,263,2.66,704,11.54,0.0,0.35,1.02,2.75,"",0.0,9.77,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:26:57.000Z,2021-01-01T00:30:46.000Z,2021-01-01T00:31:13.000Z,2021-01-01T00:36:49.000Z,140,141,0.89,336,7.91,0.0,0.24,0.7,2.75,"",0.0,6.34,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:36:44.000Z,2021-01-01T00:38:06.000Z,2021-01-01T00:38:36.000Z,2021-01-01T00:58:08.000Z,141,65,7.92,1172,24.16,0.0,0.72,2.14,2.75,"",0.0,19.5,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:32:10.000Z,2021-01-01T00:33:37.000Z,2021-01-01T00:35:38.000Z,2021-01-01T00:50:05.000Z,113,256,3.79,867,14.01,0.0,0.42,1.24,2.75,"",0.0,13.48,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:49:50.000Z,2021-01-01T00:51:41.000Z,2021-01-01T00:53:41.000Z,2021-01-01T01:12:31.000Z,256,228,7.88,1130,27.2,0.0,1.08,2.43,0.0,"",4.21,20.19,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:05:10.000Z,2021-01-01T00:07:47.000Z,2021-01-01T00:08:10.000Z,2021-01-01T00:49:19.000Z,242,95,17.34,2469,47.2,6.12,1.6,4.73,0.0,"",0.0,42.63,N,N,"",N,N
HV0003,B02872,B02872,2021-01-01T00:48:47.000Z,2021-01-01T00:51:31.000Z,2021-01-01T00:53:03.000Z,2021-01-01T01:07:07.000Z,95,198,3.71,844,12.93,0.0,0.39,1.15,0.0,"",0.0,14.01,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:06:16.000Z,2021-01-01T00:08:07.000Z,2021-01-01T00:10:06.000Z,2021-01-01T00:33:09.000Z,37,145,4.55,1383,22.89,0.0,0.69,2.03,0.0,"",0.0,18.13,N,N,"",N,N
HV0003,B02764,B02764,2021-01-01T00:38:46.000Z,2021-01-01T00:48:51.000Z,2021-01-01T00:49:25.000Z,2021-01-01T01:01:34.000Z,157,102,2.19,729,12.91,0.0,0.57,1.15,0.0,"",2.82,10.96,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:16:10.000Z,2021-01-01T00:20:47.000Z,2021-01-01T00:21:13.000Z,2021-01-01T00:25:46.000Z,216,216,0.82,273,7.12,0.0,0.0,0.0,0.0,"",0.0,7.63,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:27:23.000Z,2021-01-01T00:28:27.000Z,2021-01-01T00:28:54.000Z,2021-01-01T00:41:02.000Z,216,76,3.76,728,14.04,0.0,0.0,0.0,0.0,"",0.0,12.47,N,N,"",N,N
HV0003,B02395,B02395,2021-01-01T00:39:25.000Z,2021-01-01T00:44:35.000Z,2021-01-01T00:46:09.000Z,2021-01-01T01:05:35.000Z,76,225,4.4,1166,17.77,0.0,0.0,0.0,0.0,"",0.0,16.84,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:06:47.000Z,2021-01-01T00:08:34.000Z,2021-01-01T00:08:48.000Z,2021-01-01T00:16:32.000Z,75,238,1.42,464,7.91,0.0,0.24,0.7,2.75,"",0.0,6.65,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:18:49.000Z,2021-01-01T00:25:39.000Z,2021-01-01T00:25:39.000Z,2021-01-01T00:37:19.000Z,151,244,5.64,700,20.32,0.0,0.61,1.8,0.0,"",0.0,15.62,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:36:32.000Z,2021-01-01T00:44:48.000Z,2021-01-01T00:44:48.000Z,2021-01-01T00:57:05.000Z,244,69,3.04,737,11.85,0.0,0.36,1.05,0.0,"",0.0,10.71,N,N,"",N,N
HV0003,B02888,B02888,2021-01-01T00:49:59.000Z,2021-01-01T00:57:26.000Z,2021-01-01T00:58:06.000Z,2021-01-01T01:14:11.000Z,69,20,7.3,965,18.4,0.0,0.55,1.63,0.0,"",0.0,17.33,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:05:26.000Z,"",2021-01-01T00:09:16.000Z,2021-01-01T00:40:04.000Z,61,42,14.286,1848,42.56,3.05,1.19,3.51,0.0,"",0.0,31.33,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:46:50.000Z,"",2021-01-01T00:51:01.000Z,2021-01-01T01:11:27.000Z,116,51,12.027,1226,28.71,0.11,0.86,2.56,0.0,"",0.0,28.4,N,N,N,N,N
HV0003,B02876,B02876,2021-01-01T00:19:36.000Z,2021-01-01T00:19:56.000Z,2021-01-01T00:21:57.000Z,2021-01-01T00:36:01.000Z,74,42,2.36,844,13.0,0.0,0.39,1.15,0.0,"",0.0,11.22,N,N,"",N,N
HV0003,B02876,B02876,2021-01-01T00:35:31.000Z,2021-01-01T00:37:45.000Z,2021-01-01T00:38:04.000Z,2021-01-01T01:08:21.000Z,42,36,16.54,1817,37.83,6.12,1.32,3.9,0.0,"",0.0,35.01,N,N,"",N,N
HV0003,B02879,B02879,2021-01-01T00:24:41.000Z,2021-01-01T00:31:00.000Z,2021-01-01T00:31:45.000Z,2021-01-01T00:54:33.000Z,106,89,4.78,1368,21.55,0.0,0.65,1.91,0.0,"",0.0,20.7,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:09:05.000Z,2021-01-01T00:10:40.000Z,2021-01-01T00:12:19.000Z,2021-01-01T00:21:23.000Z,242,169,3.24,544,11.74,0.0,0.35,1.04,0.0,"",0.0,9.54,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:20:46.000Z,2021-01-01T00:22:40.000Z,2021-01-01T00:24:02.000Z,2021-01-01T00:32:41.000Z,169,78,1.23,519,8.7,0.0,0.26,0.77,0.0,"",0.0,7.11,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:29:08.000Z,2021-01-01T00:35:40.000Z,2021-01-01T00:37:19.000Z,2021-01-01T00:44:50.000Z,78,169,1.04,451,7.91,0.0,0.24,0.7,0.0,"",0.0,6.8,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:39:44.000Z,2021-01-01T00:48:56.000Z,2021-01-01T00:50:45.000Z,2021-01-01T00:55:11.000Z,47,78,0.74,266,10.29,0.0,0.31,0.91,0.0,"",0.0,6.81,N,N,"",N,N
HV0003,B02864,B02864,2021-01-01T00:51:07.000Z,2021-01-01T00:56:32.000Z,2021-01-01T00:57:40.000Z,2021-01-01T01:05:42.000Z,78,169,1.15,482,8.7,0.0,0.26,0.77,0.0,"",0.0,6.81,N,N,"",N,N
HV0003,B02870,B02870,2021-01-01T00:19:00.000Z,2021-01-01T00:22:13.000Z,2021-01-01T00:23:59.000Z,2021-01-01T00:24:09.000Z,19,19,0.0,10,-0.86,0.0,0.22,0.64,0.0,"",0.0,0.74,N,N,"",N,N
HV0003,B02870,B02870,2021-01-01T00:24:39.000Z,2021-01-01T00:25:00.000Z,2021-01-01T00:25:20.000Z,2021-01-01T00:37:25.000Z,19,9,5.44,725,17.25,0.0,0.52,1.53,0.0,"",0.0,12.81,N,N,"",N,N
HV0003,B02870,B02870,2021-01-01T00:37:27.000Z,2021-01-01T00:42:41.000Z,2021-01-01T00:44:41.000Z,2021-01-01T01:09:26.000Z,98,265,15.62,1485,46.78,0.0,1.4,4.15,0.0,"",0.0,36.03,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:14:10.000Z,2021-01-01T00:15:32.000Z,2021-01-01T00:17:32.000Z,2021-01-01T00:34:03.000Z,255,225,3.08,991,17.48,0.0,0.59,1.55,0.0,"",0.94,14.87,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:34:06.000Z,2021-01-01T00:36:52.000Z,2021-01-01T00:37:06.000Z,2021-01-01T00:42:33.000Z,225,225,1.31,327,7.91,0.0,0.24,0.7,0.0,"",0.0,8.58,N,N,"",N,N
HV0003,B02880,B02880,2021-01-01T00:39:30.000Z,2021-01-01T00:46:49.000Z,2021-01-01T00:48:01.000Z,2021-01-01T01:16:56.000Z,37,227,9.63,1735,26.47,0.0,0.79,2.35,0.0,"",0.0,28.32,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:12:55.000Z,"",2021-01-01T00:18:59.000Z,2021-01-01T00:32:30.000Z,168,136,5.489,811,18.13,0.0,0.54,1.61,0.0,"",0.0,12.88,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:31:42.000Z,"",2021-01-01T00:37:22.000Z,2021-01-01T00:55:04.000Z,18,265,7.282,1062,35.75,0.0,1.07,3.17,0.0,"",0.0,21.43,N,N,N,N,N
HV0003,B02765,B02765,2020-12-31T23:56:20.000Z,2020-12-31T23:58:20.000Z,2021-01-01T00:00:21.000Z,2021-01-01T00:10:02.000Z,247,168,0.99,581,9.97,0.0,0.3,0.88,0.0,"",0.0,7.42,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:07:59.000Z,2021-01-01T00:09:17.000Z,2021-01-01T00:10:22.000Z,2021-01-01T00:17:05.000Z,79,249,1.06,403,7.91,0.0,0.24,0.7,2.75,"",0.0,5.87,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:29:33.000Z,2021-01-01T00:32:01.000Z,2021-01-01T00:33:01.000Z,2021-01-01T01:02:08.000Z,158,85,9.49,1747,31.19,0.0,1.12,3.31,2.75,"",2.0,25.56,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:06:39.000Z,2021-01-01T00:10:13.000Z,2021-01-01T00:10:25.000Z,2021-01-01T00:29:51.000Z,41,7,5.7,1166,17.89,6.12,0.72,2.13,0.0,"",0.0,16.76,N,N,"",N,N
HV0003,B02682,B02682,2021-01-01T00:30:04.000Z,2021-01-01T00:34:01.000Z,2021-01-01T00:34:10.000Z,2021-01-01T01:02:23.000Z,7,50,5.62,1693,27.16,0.0,0.81,2.41,2.75,"",0.0,21.08,N,N,"",N,N
HV0005,B02510,"",2021-01-01T00:34:42.000Z,"",2021-01-01T00:43:41.000Z,2021-01-01T00:47:18.000Z,198,36,0.622,217,7.16,0.0,0.21,0.64,0.0,"",0.0,5.47,N,N,N,N,N
HV0005,B02510,"",2021-01-01T00:43:16.000Z,"",2021-01-01T00:50:45.000Z,2021-01-01T00:57:53.000Z,36,36,0.968,428,7.24,0.0,0.22,0.64,0.0,"",0.0,5.47,N,N,N,N,N
